,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries,disaster
13087,54856,2016-08-31-040196,"I had my momentum going. I was getting back in the match.... That break, somehow, maybe stopped that momentum.",Johanna Konta,Q770789,2016-08-31 00:00:00,68,"['http://bramptonguardian.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://cambridgetimes.ca/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://durhamregion.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://guelphmercury.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://insidebrockville.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://insidehalton.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://insidetoronto.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://muskokaregion.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://mykawartha.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://northumberlandnews.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://ourwindsor.ca/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://parrysound.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://thespec.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://tsn.ca/konta-moves-on-after-collapse-at-us-open-1.558953'
 'http://www.caledonenterprise.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://yorkregion.com/sports-story/6834491-konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://www.usatoday.com/story/sports/tennis/2016/08/31/konta-collapses-on-court-comes-back-to-win-us-open-match/89680878/'
 'http://bozemandailychronicle.com/ap_news/sports/konta-collapses-on-court-comes-back-to-win-us-open/article_f98e7767-d861-5845-bae9-626442707c1a.html?block_id=1265950'
 'http://dailyamerican.com/sports/professional/tennis/games/konta-collapses-on-court-comes-back-to-win-us-open/article_c0235339-0a36-54ac-8f0a-946ccdd93f32.html#comments'
 'http://fltimes.com/sports/national/konta-collapses-on-court-comes-back-to-win-us-open/article_810b21b1-80ea-5fca-9d9a-5af0efbd7669.html'
 'http://hastingstribune.com/sports/konta-collapses-on-court-comes-back-to-win-us-open/article_5fa8f862-1f37-5c99-b1bb-b35993b54088.html'
 'http://heraldtimesonline.com/sports/professional/konta-collapses-on-court-comes-back-to-win-us-open/article_3bff34fc-ba1b-5441-8a37-2cc87e392c85.html'
 'http://kdhnews.com/news/ap/konta-collapses-on-court-comes-back-to-win-us-open/article_bcff7ed5-d45d-51a9-b5c0-729982eb2b3c.html'
 'http://kirotv.com/web/kiro/sports/konta-collapses-on-court-comes-back-to-win-us-open-match/434401927'
 'http://newspressnow.com/sports/ap/konta-collapses-on-court-comes-back-to-win-us-open/article_21689990-4b7d-5ec7-8c29-7ac3a35615d2.html'
 'http://postbulletin.com/sports/national/konta-collapses-on-court-comes-back-to-win-us-open/article_c2da8259-e52c-5980-b590-89dff6b7604f.html'
 'http://thecourierexpress.com/sports/national/konta-collapses-on-court-comes-back-to-win-us-open/article_37bcde47-2304-58e8-baae-65ea7ec77407.html'
 'http://thepublicopinion.com/sports/associated_press/ap_sports/konta-collapses-on-court-comes-back-to-win-us-open/article_0f6f0cf8-adaa-5cb5-b951-1ddac233a5b9.html'
 'http://wsoctv.com/web/wsoc/sports/konta-collapses-on-court-comes-back-to-win-us-open-match/434401589'
 'http://www.eagletribune.com/region/konta-collapses-on-court-comes-back-to-win-us-open/article_0c0432ed-64e1-5b9f-a41d-6d9a0455ed4e.html'
 'http://www.stltoday.com/sports/konta-collapses-on-court-comes-back-to-win-us-open/article_df1f4e1f-0d5a-5feb-8a26-52863f48ef21.html'
 'http://www.stltoday.com/sports/other/konta-collapses-on-court-comes-back-to-win-us-open/article_df1f4e1f-0d5a-5feb-8a26-52863f48ef21.html'
 'http://www.theeagle.com/sports/konta-collapses-on-court-comes-back-to-win-us-open/article_488c2315-c5d7-543a-bfe1-7eb39a13d5ea.html'
 'http://www.usnews.com/news/sports/articles/2016-08-31/konta-collapses-on-court-comes-back-to-win-us-open-match'
 'http://www.washingtontimes.com/news/2016/aug/31/konta-collapses-on-court-comes-back-to-win-us-open/?utm_source=RSS_Feed&utm_medium=RSS'
 'http://www2.dailyprogress.com/konta-collapses-on-court-comes-back-to-win-us-open/article_87f37dfb-4e1c-51ac-a655-f6052ab3c713.html'
 'http://yakimaherald.com/sports/national_sports/konta-collapses-on-court-comes-back-to-win-us-open/article_65340825-c54b-5cb3-a2ea-60c572deb758.html'
 'http://yumasun.com/sports/national_sports/konta-collapses-on-court-comes-back-to-win-us-open/article_b40f3a64-f13d-5255-a492-352b216645b9.html'
 'http://news.yahoo.com/konta-collapses-court-comes-back-win-us-open-001919042--spt.html'
 'http://wbtw.com/ap/konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://www.mercedsunstar.com/sports/article99161317.html#storylink=rss'
 'http://www.miamiherald.com/sports/article99161317.html#storylink=rss'
 'http://www.sacbee.com/sports/article99161317.html#storylink=rss'
 'http://www.nytimes.com/aponline/2016/08/31/sports/tennis/ap-ten-us-open-konta.html?partner=rss&emc=rss'
 'http://www.nytimes.com/aponline/2016/08/31/sports/tennis/ap-ten-us-open-konta.html?ref=sports'
 'http://abc-7.com/story/32943927/konta-collapses-on-court-comes-back-to-win-us-open-match'
 'http://timesunion.com/sports/article/Konta-collapses-on-court-comes-back-to-win-US-9196379.php'
 'http://mysanantonio.com/sports/article/Konta-collapses-on-court-comes-back-to-win-US-9196379.php'
 'http://wacotrib.com/news/ap_nation/headlines/konta-collapses-on-court-comes-back-to-win-us-open/article_2c594ecf-a606-5b65-b211-c6796f7c294f.html'
 'http://moultonadvertiser.com/sports/national_sports/article_37fa0219-bad2-52bb-a53f-932d114d34b6.html'
 'http://starherald.com/news/nation_world/konta-collapses-on-court-comes-back-to-win-us-open/article_d1e2619a-91d8-581c-b074-e156b7482a2d.html'
 'http://valleymorningstar.com/news/state/article_097fa329-f034-5e86-8c85-d6faffd9f2cd.html'
 'http://www.salon.com/2016/09/01/konta_collapses_on_court_comes_back_to_win_us_open_match/'
 'http://www.sportsnet.ca/tennis/konta-collapses-court-comes-back-win-u-s-open-match/'
 'http://www.brandonsun.com/sports/breaking-news/konta-collapses-on-court-comes-back-to-win-us-open-match-391956341.html?viewAllComments=y'
 'http://www.brandonsun.com/sports/breaking-news/konta-collapses-on-court-comes-back-to-win-us-open-match-391956341.html?thx=y'
 'http://bradfordera.com/sports/konta-collapses-on-court-comes-back-to-win-us-open/article_3df947f5-7f11-5404-92bf-a3dfa7f39d15.html#user-comment-area'
 'http://wbal.com/article/ap?articleurl=http://hosted.ap.org/dynamic/stories/T/TEN_US_OPEN_KONTA?SITE=WBAL&amp;SECTION=HOME&amp;TEMPLATE=DEFAULT'
 'http://swxrightnow.com/story/32943927/konta-collapses-on-court-comes-back-to-win-us-open-match'
 'http://gettysburgtimes.com/sports/national/tennis/games/article_41c5a671-4528-5b93-9f70-c20b4bf4abfa.html'
 'http://theblaze.com/the-wire/42244687/konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://www.breitbart.com/news/konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://moultonadvertiser.com/sports/national_sports/tennis/games/article_37fa0219-bad2-52bb-a53f-932d114d34b6.html'
 'http://ktvn.com/story/32943927/konta-collapses-on-court-comes-back-to-win-us-open-match'
 'http://kdwn.com/2016/09/01/konta-collapses-on-court-comes-back-to-win-us-open-match/'
 'http://brownsvilleherald.com/sports/tennis/games/article_a41bdfa1-670e-562d-8250-8bf4e31a0a5f.html'
 'http://eagletribune.com/sports/local_sports/konta-collapses-on-court-comes-back-to-win/article_d6747cdd-959b-5378-82dc-89c68daba1b1.html'
 'http://www.hindustantimes.com/tennis/us-open-johanna-konta-collapses-on-court-but-advances-to-third-round/story-cwhEyERLcgQl9S2fl5YniP.html']",E,0.5459,['CA' 'IN' 'US'],1
20276,25495,2019-03-11-043152,"In Illinois, too many families are struggling to make ends meet, and because of that, children are growing up in poverty. We can be doing more to help those in need, which is why I introduced the American Family Act with Senator Duckworth,",Dick Durbin,Q434804,2019-03-11 08:19:00,1,['http://www.riverbender.com/articles/details.cfm?id=34204'],E,0.5049,['US'],1
13442,28874,2016-09-03-056662,"The ocean is extremely dangerous today. Stay out of it,",None,,2016-09-03 11:54:39,3,"['http://943thepoint.com/dont-be-stupid-beaches-off-limits-as-jersey-shore-braces-for-hermine/'
 'http://nj1015.com/dont-be-stupid-beaches-off-limits-as-jersey-shore-braces-for-hermine/'
 'http://wobm.com/dont-be-stupid-beaches-off-limits-as-jersey-shore-braces-for-hermine/']",E,0.8811,['US'],1
9657,192830,2014-12-03-068802,"Such a strike could be seen by the North Korean leadership for what it is: a limited act of defense of the U.S. homeland against a gathering threat, and not an overall attack on North Korea,",None,,2014-12-03 05:40:09,4,"['http://digitaljournal.com/news/politics/defense-secretary-favorite-ashton-carter-wanted-to-bomb-n-korea/article/418499'
 'http://allgov.com/news/appointments-and-resignations/secretary-of-defense-who-is-ashton-carter-141226?news=855200'
 'http://www.washingtonexaminer.com/at-the-pentagon-little-appetite-for-a-bloody-nose-strike-on-north-korea/article/2645421'
 'http://lite.washingtonexaminer.com/?p=3768']",E,0.3339,['US'],1
18183,94357,2018-11-06-107136,"Three Stepaside shops broken into and windows smashed last night,",Shane Ross,Q2276876,2018-11-06 11:04:00,3,"['http://feeds.breakingnews.ie/~r/bnireland/~3/hNoNxfRVhPc/gardai-investigating-after-burglaries-in-stepaside-area-this-morning-883503.html'
 'http://www.breakingnews.ie/ireland/gardai-investigating-after-burglaries-in-stepaside-area-this-morning-883503.html'
 'http://www.eveningecho.ie/nationalnews/Gardai-investigating-after-burglaries-in-Stepaside-area-this-morning-24e1c993-7e6e-48b3-99b1-f356673354b0-ds']",E,0.8909,['EI'],1
3570,65487,2011-08-13-040313,"to date, the aspca animal poison control center has not received any cases involving animal deaths due to cocoa mulch ingestion.",rick warren,Q380107,2011-08-13 21:05:00,1,['http://ocregister.com/articles/plants-311959-says-true.html'],C,0.5835,['US'],1
11408,90751,2015-06-12-061250,This is how the disease started spreading.,Brima Kargbo,Q30649983,2015-06-12 17:48:00,4,"['http://feeds.washingtonpost.com/c/34656/f/636704/s/47317a1e/sc/27/l/0L0Swashingtonpost0N0Cblogs0Cworldviews0Cwp0C20A150C0A60C120Crise0Ein0Enew0Ecases0Eshows0Eebola0Ehas0Enot0Ereleased0Eits0Edeadly0Egrip0C0Dwprss0Frss0Iafrica/story01.htm'
 'http://feeds.washingtonpost.com/c/34656/f/645348/s/4732a79c/sc/27/l/0L0Swashingtonpost0N0Cblogs0Cworldviews0Cwp0C20A150C0A60C120Crise0Ein0Enew0Ecases0Eshows0Eebola0Ehas0Enot0Ereleased0Eits0Edeadly0Egrip0C0Dwprss0Frss0Ihomepage/story01.htm'
 'http://www.washingtonpost.com/blogs/worldviews/wp/2015/06/12/rise-in-new-cases-shows-ebola-has-not-released-its-deadly-grip/?wprss=rss_world'
 'http://amestrib.com/news/rise-new-cases-shows-ebola-has-not-released-its-deadly-grip']",E,0.9366,['US'],1
14108,117673,2017-04-07-039438,"I believe the President must outline for the American people a strategy for how this action will move us closer to a political transition in Syria while also advancing the Coalition fight against ISIS. I believe there is no purely military solution to the conflict in Syria, and I continue to oppose the large scale deployment of U.S. ground forces.",Bob Casey,Q2907612,2017-04-07 18:00:00,2,"['http://buckscountycouriertimes.com/news/local/fitzpatrick-boyle-urge-congressional-input-on-future-syria-action/article_ac59b951-ce70-5064-9f2a-8459beb21fb9.html'
 'http://theintell.com/news/local/fitzpatrick-boyle-urge-congressional-input-on-future-syria-action/article_c8be04be-1bb1-11e7-b453-1f98001904dc.html']",E,0.7704,['US'],1
17196,101473,2018-09-20-099421,The dependence of south Wales on the Russian trade was such that any falling off in it produced unemployment and distress in Merthyr and Dowlais.,David Williams,Multiple,2018-09-20 15:47:47,1,['https://www.walesonline.co.uk/news/wales-news/welshman-who-left-wife-children-15175011'],E,0.9191,['UK'],1
9750,118230,2014-09-20-008150,For Nick to be that sore two days in a row... We did take an X-ray yesterday. Everything seems to be structurally OK. He's just real sore.,Buck Showalter,Q921030,2014-09-20 23:37:03,1,['http://www.masnsports.com/school-of-roch/2014/09/game-update-and-more-notes-21.html'],E,0.765,,1
1152,141194,2009-12-08-009205,but if they think he intentionally and willfully did this - that was his real state of mind when he did this-then he will be convicted.,bill sizemore,Q4910885,2009-12-08 03:13:37,2,"['http://katu.com/news/78737362.html'
 'http://feeds.bignewsnetwork.com/?rid=30331859&cat=de51264898713a16']",A,0.3838,['US'],1
1533,24794,2009-04-22-035844,"if you're too free, you're like the way hong kong is now. it's very chaotic. taiwan is also chaotic. i'm gradually beginning to feel that we chinese need to be controlled.",jackie chan,Q36970,2009-04-22 05:49:40,1,['http://mysinchew.com/node/23507'],A,0.7237,['MY'],1
18689,46268,2019-02-06-035621,I guess that's why there are caravans of minorities trying to get in here.,Ben Carson,Q816459,2019-02-06 00:00:00,1,['http://foxbusiness.com/politics/ben-carson-gets-no-credit-for-record-low-minority-unemployment'],E,0.9307,['US'],1
240,4768,2008-09-24-000550,"a judicial inquiry by a sitting supreme court judge should be conducted into the alleged involvement of the youth of sanjarpur. the stigma of terrorism has become unbearable. muslims in the entire sarai mir area are living in a state of fear,",iqbal ahmed,Q6065736,2008-09-24 19:28:07,1,['http://thehindu.com/2008/09/25/stories/2008092557611200.htm'],A,0.4108,['IN'],1
14057,42297,2017-10-11-128813,"The missing 1-year-old child has been located nearby with a family member who had attended the address,",None,,2017-10-11 05:47:35,1,['http://www.bunburymail.com.au/story/4981970/one-year-old-boy-feared-to-be-missing-found-safe-and-well/?cs=4070'],E,0.8056,['AS'],1
4971,209136,2011-05-02-077506,we had enough information to suggest there were a couple of trusted couriers potentially being used by bin laden.,george w. bush,Q207,2011-05-02 18:09:00,3,"['http://washingtonpost.com/national/al_qaeda_couriers_provided_the_trail_that_led_to_bin_laden/2011/05/02/AFNSH5ZF_story.html?wprss=rss_congress'
 'http://washingtonpost.com/national/al_qaeda_couriers_provided_the_trail_that_led_to_bin_laden/2011/05/02/AFNSH5ZF_story.html?wprss=rss_politics'
 'http://washingtonpost.com/national/al_qaeda_couriers_provided_the_trail_that_led_to_bin_laden/2011/05/02/AFNSH5ZF_story.html?wprss=rss_whitehouse']",C,0.359,['US'],1
12183,198596,2015-03-01-003293,"as you go to the Holy Land, try and pray for peace in Nigeria and total defeat of the Boko Haram and victory for our military personnel.",None,,2015-03-01 20:14:07,2,"['http://www.pmnewsnigeria.com/2015/03/01/pray-for-total-defeat-of-boko-haram-jonathan-tells-pilgrims/'
 'http://www.informationng.com/2015/03/pray-for-defeat-of-boko-haram-jonathan-urges-easter-pilgrims.html']",E,0.8512,['NI'],1
7078,156,2013-07-27-015843,"I went to the Nakodar police station many times to get an update on the van owner's arrest. The police kept assuring me that the needful would be done, but there was no arrest. I saw once saw him seated right opposite the SHO, but still he was not arrested. Such is the level of complicity.",Major Singh,Q59247910,2013-07-27 09:21:44,1,['http://www.hindustantimes.com/Punjab/Jalandhar/School-van-crash-Parents-block-Nakodar-Jalandhar-road-for-five-hours/SP-Article1-1098238.aspx'],D,0.8696,['IN'],1
1394,62184,2009-09-15-003427,"an interesting element, following a group of adults who've had a heart attack and noting an impressive reduction in cardiac deaths.",david l. katz,Multiple,2009-09-15 08:07:16,21,"['http://eideard.wordpress.com/2009/09/15/once-again-a-heart-benefit-for-chocolate-is-measured/'
 'http://stltoday.com/stltoday/news/stories.nsf/sciencemedicine/story/9FC8E23B0C5A7C43862576310080BE5C?OpenDocument'
 'http://abluteau.wordpress.com/2009/09/15/in-one-study-a-heart-benefit-for-chocolate/'
 'http://mercurynews.com/news/ci_13355107?source=rss'
 'http://reflector.com/features/chocolate-tied-to-health-after-a-heart-attack-838645.html'
 'http://nytimes.com/2009/09/15/health/15choc.html?ref=health'
 'http://ericlegras.wordpress.com/2009/09/17/in-one-study-a-heart-benefit-for-chocolate/'
 'http://dailybreeze.com/education/ci_13355107?source=rss'
 'http://mercurynews.com/shayquillen/ci_13355107?source=rss'
 'http://sltrib.com/collegesports/ci_13355107?source=rss'
 'http://mercurynews.com/restaurants/ci_13355107?source=rss'
 'http://mercurynews.com/southbayfootball/ci_13355107?source=rss'
 'http://mercurynews.com/horoscopes/ci_13355107?source=rss'
 'http://mercurynews.com/richard-scheinin/ci_13355107?source=rss'
 'http://mercurynews.com/mr-roadshow/ci_13355107?source=rss'
 'http://mercurynews.com/warriors/ci_13355107?source=rss'
 'http://mercurynews.com/businessupdate/ci_13355107?source=rss'
 'http://mercurynews.com/mark-purdy/ci_13355107?source=rss'
 'http://nytimes.com/2009/09/15/health/15choc.html?_r=1&scp=1&sq=chocolate%20heart&st=cse'
 'http://mercurynews.com/nation-world/ci_13403659?source=rss'
 'http://mercurynews.com/news/ci_13403659?source=rss']",A,0.5907,['US'],1
4441,100817,2011-04-26-049009,"on arrival, officers found that the house had been ransacked and, in relation to the actual premises, we could see that a lot of property had been moved around the house.",keith wilson,Multiple,2011-04-26 10:54:54,8,"['http://independent.co.uk/news/uk/crime/more-time-for-italian-couple-murder-quiz-2274924.html'
 'http://expressandstar.com/uk/uk-news/2011/04/26/more-time-for-couple-murder-quiz/'
 'http://shropshirestar.com/uk/uk-news/2011/04/26/more-time-for-couple-murder-quiz/'
 'http://burtonmail.co.uk/News/National-News/More-time-for-couple-murder-quiz-166711.xnf?FeedSourceID=11&FeedImageID=31922&BodyFormat=1&'
 'http://news.uk.msn.com/uk/articles.aspx?cp-documentid=157185647'
 'http://independent.co.uk/news/uk/crime/murder-hunt-police-find-two-televisions-2275347.html'
 'http://chesterchronicle.co.uk/chester-news/uk-world-news/2011/04/27/murder-hunt-police-find-tv-sets-59067-28591359/'
 'http://hemsworthandsouthelmsallexpress.co.uk/news/national/murder_hunt_police_find_tv_sets_1_3324839']",C,0.449,['UK' 'US'],1
10866,126904,2015-09-28-093678,"The K-9s were out because the two individuals being chased fled a vehicle and were on foot, so they had canines to determine the direction of travel and where they were. DMPD took the vehicle into their custody,",Scott Law,Multiple,2015-09-28 22:19:36,1,['http://timesdelphic.com/2015/09/28/shots-fired-dmpd-pursues-suspects?utm_source=rss&utm_medium=rss&utm_campaign=shots-fired-dmpd-pursues-suspects'],E,0.7231,['US'],1
13900,151817,2017-05-09-102753,The defendant punched her and attempted to put his hand over her eyes. He tried to put his fingers in to her eyes and gouge her.,Duncan Ritchie,Q10489831,2017-05-09 14:33:34,2,"['http://www.yorkshireeveningpost.co.uk/news/violent-paedophile-behaved-like-caged-animal-and-almost-killed-two-police-officers-in-m62-horror-attack-1-8534315'
 'http://www.yorkshirepost.co.uk/news/violent-paedophile-behaved-like-caged-animal-and-almost-killed-two-police-officers-in-m62-horror-attack-1-8534315']",E,0.8189,['UK'],1
16013,106422,2018-11-09-006754,"And then suddenly, out of the blue, this invitation came to join two Americans and a Canadian planning just that -- on the gigantic, virtually unknown East Face, in Tibet. You can't turn down an invitation like that.",Stephen Venables,Q1724181,2018-11-09 15:54:41,1,['http://www.fifetoday.co.uk/whats-on/from-everest-to-the-antarctic-mountaineer-stephen-venables-next-stop-is-glenrothes-1-4827218'],E,0.761,['UK'],1
3065,194475,2010-01-11-089872,"when i came back, there was a huge fire inside the church building. there was a few loud explosions like bombs exploding,",None,,2010-01-11 05:36:57,1,['http://ondastreet.wordpress.com/2010/01/08/my-malaysia-church-attack-act-of-anger-or-conspiracy/'],A,0.5407,['US'],1
9482,14014,2014-10-03-023983,"I am just so sad for all the victims and their families... and I'm sad for Cody Legebokoff's family too. I think they would have helped. Wouldn't you, if you knew there was something wrong with him?",None,,2014-10-03 22:05:50,1,['http://www.pgfreepress.com/cards-keep-loren-leslies-memory-alive/'],E,0.9185,['CA'],1
